evaporationRates,maxIteration,alpha,beta,Q,epsilon,method,AverageFitness
0.5000,100,2.5000,1.0000,10.0000,5.0000,2,358.9000
0.5000,100,2.5000,1.0000,10.0000,5.0000,3,347.8000
0.5000,100,2.5000,1.0000,10.0000,10.0000,1,322.5500
0.5000,100,2.5000,1.0000,10.0000,10.0000,2,387.3000
0.5000,100,2.5000,1.0000,10.0000,10.0000,3,355.1000
0.5000,100,2.5000,1.0000,100.0000,3.0000,1,361.7500
0.5000,100,2.5000,1.0000,100.0000,3.0000,2,377.9000
0.5000,100,2.5000,1.0000,100.0000,3.0000,3,406.5500
0.5000,100,2.5000,1.0000,100.0000,5.0000,1,340.4500
0.5000,100,2.5000,1.0000,100.0000,5.0000,2,396.2000
0.5000,100,2.5000,1.0000,100.0000,5.0000,3,409.3500
0.5000,100,2.5000,1.0000,100.0000,10.0000,1,351.3000
0.5000,100,2.5000,1.0000,100.0000,10.0000,2,420.4500
0.5000,100,2.5000,1.0000,100.0000,10.0000,3,412.1500
0.5000,100,2.5000,2.0000,10.0000,3.0000,1,300.6500
0.5000,100,2.5000,2.0000,10.0000,3.0000,2,305.3500
0.5000,100,2.5000,2.0000,10.0000,3.0000,3,306.0500
0.5000,100,2.5000,2.0000,10.0000,5.0000,1,298.6500
0.5000,100,2.5000,2.0000,10.0000,5.0000,2,314.9500
0.5000,100,2.5000,2.0000,10.0000,5.0000,3,310.0500
0.5000,100,2.5000,2.0000,10.0000,10.0000,1,301.9000
0.5000,100,2.5000,2.0000,10.0000,10.0000,2,336.2500
0.5000,100,2.5000,2.0000,10.0000,10.0000,3,309.4500
0.5000,100,2.5000,2.0000,100.0000,3.0000,1,303.2500
0.5000,100,2.5000,2.0000,100.0000,3.0000,2,303.1500
0.5000,100,2.5000,2.0000,100.0000,3.0000,3,367.5000
0.5000,100,2.5000,2.0000,100.0000,5.0000,1,303.8000
0.5000,100,2.5000,2.0000,100.0000,5.0000,2,322.1000
0.5000,100,2.5000,2.0000,100.0000,5.0000,3,351.9500
0.5000,100,2.5000,2.0000,100.0000,10.0000,1,297.3000
0.5000,100,2.5000,2.0000,100.0000,10.0000,2,350.7000
0.5000,100,2.5000,2.0000,100.0000,10.0000,3,367.0000
0.5000,100,2.5000,5.0000,10.0000,3.0000,1,291.0000
0.5000,100,2.5000,5.0000,10.0000,3.0000,2,291.6000
0.5000,100,2.5000,5.0000,10.0000,3.0000,3,291.8000
0.5000,100,2.5000,5.0000,10.0000,5.0000,1,291.2000
0.5000,100,2.5000,5.0000,10.0000,5.0000,2,292.2000
0.5000,100,2.5000,5.0000,10.0000,5.0000,3,291.4000
0.5000,100,2.5000,5.0000,10.0000,10.0000,1,291.0000
0.5000,100,2.5000,5.0000,10.0000,10.0000,2,293.6000
0.5000,100,2.5000,5.0000,10.0000,10.0000,3,291.2000
0.5000,100,2.5000,5.0000,100.0000,3.0000,1,291.2000
0.5000,100,2.5000,5.0000,100.0000,3.0000,2,292.0000
0.5000,100,2.5000,5.0000,100.0000,3.0000,3,298.1000
0.5000,100,2.5000,5.0000,100.0000,5.0000,1,291.6000
0.5000,100,2.5000,5.0000,100.0000,5.0000,2,293.0000
0.5000,100,2.5000,5.0000,100.0000,5.0000,3,299.5500
0.5000,100,2.5000,5.0000,100.0000,10.0000,1,291.2000
0.5000,100,2.5000,5.0000,100.0000,10.0000,2,295.1500
0.5000,100,2.5000,5.0000,100.0000,10.0000,3,302.3500
0.5000,300,1.0000,1.0000,10.0000,3.0000,1,291.0000
0.5000,300,1.0000,1.0000,10.0000,3.0000,2,294.8000
0.5000,300,1.0000,1.0000,10.0000,3.0000,3,320.0500
0.5000,300,1.0000,1.0000,10.0000,5.0000,1,291.8000
0.5000,300,1.0000,1.0000,10.0000,5.0000,2,298.8000
0.5000,300,1.0000,1.0000,10.0000,5.0000,3,320.8000
0.5000,300,1.0000,1.0000,10.0000,10.0000,1,292.2000
0.5000,300,1.0000,1.0000,10.0000,10.0000,2,305.4500
0.5000,300,1.0000,1.0000,10.0000,10.0000,3,315.2500
0.5000,300,1.0000,1.0000,100.0000,3.0000,1,292.2000
0.5000,300,1.0000,1.0000,100.0000,3.0000,2,297.0000
0.5000,300,1.0000,1.0000,100.0000,3.0000,3,332.7000
0.5000,300,1.0000,1.0000,100.0000,5.0000,1,291.8000
0.5000,300,1.0000,1.0000,100.0000,5.0000,2,304.0500
0.5000,300,1.0000,1.0000,100.0000,5.0000,3,327.8000
0.5000,300,1.0000,1.0000,100.0000,10.0000,1,292.0000
0.5000,300,1.0000,1.0000,100.0000,10.0000,2,314.6500
0.5000,300,1.0000,1.0000,100.0000,10.0000,3,342.7500
0.5000,300,1.0000,2.0000,10.0000,3.0000,1,291.0000
0.5000,300,1.0000,2.0000,10.0000,3.0000,2,291.6000
0.5000,300,1.0000,2.0000,10.0000,3.0000,3,296.0000
0.5000,300,1.0000,2.0000,10.0000,5.0000,1,291.0000
0.5000,300,1.0000,2.0000,10.0000,5.0000,2,291.8000
0.5000,300,1.0000,2.0000,10.0000,5.0000,3,299.5000
0.5000,300,1.0000,2.0000,10.0000,10.0000,1,291.2000
0.5000,300,1.0000,2.0000,10.0000,10.0000,2,294.8500
0.5000,300,1.0000,2.0000,10.0000,10.0000,3,302.7000
0.5000,300,1.0000,2.0000,100.0000,3.0000,1,291.0000
0.5000,300,1.0000,2.0000,100.0000,3.0000,2,291.0000
0.5000,300,1.0000,2.0000,100.0000,3.0000,3,309.4500
0.5000,300,1.0000,2.0000,100.0000,5.0000,1,291.2000
0.5000,300,1.0000,2.0000,100.0000,5.0000,2,292.0000
0.5000,300,1.0000,2.0000,100.0000,5.0000,3,301.7000
0.5000,300,1.0000,2.0000,100.0000,10.0000,1,291.2000
0.5000,300,1.0000,2.0000,100.0000,10.0000,2,296.6000
0.5000,300,1.0000,2.0000,100.0000,10.0000,3,302.7000
0.5000,300,1.0000,5.0000,10.0000,3.0000,1,291.0000
0.5000,300,1.0000,5.0000,10.0000,3.0000,2,291.0000
0.5000,300,1.0000,5.0000,10.0000,3.0000,3,291.0000
0.5000,300,1.0000,5.0000,10.0000,5.0000,1,291.0000
0.5000,300,1.0000,5.0000,10.0000,5.0000,2,291.0000
0.5000,300,1.0000,5.0000,10.0000,5.0000,3,291.0000
0.5000,300,1.0000,5.0000,10.0000,10.0000,1,291.0000
0.5000,300,1.0000,5.0000,10.0000,10.0000,2,291.0000
0.5000,300,1.0000,5.0000,10.0000,10.0000,3,291.0000
0.5000,300,1.0000,5.0000,100.0000,3.0000,1,291.0000
0.5000,300,1.0000,5.0000,100.0000,3.0000,2,291.0000
0.5000,300,1.0000,5.0000,100.0000,3.0000,3,291.2000
0.5000,300,1.0000,5.0000,100.0000,5.0000,1,291.0000
0.5000,300,1.0000,5.0000,100.0000,5.0000,2,291.2000
0.5000,300,1.0000,5.0000,100.0000,5.0000,3,291.2000
0.5000,300,1.0000,5.0000,100.0000,10.0000,1,291.0000
0.5000,300,1.0000,5.0000,100.0000,10.0000,2,291.0000
0.5000,300,1.0000,5.0000,100.0000,10.0000,3,291.4000
0.5000,300,2.5000,1.0000,10.0000,3.0000,1,326.3000
0.5000,300,2.5000,1.0000,10.0000,3.0000,2,352.0500
0.5000,300,2.5000,1.0000,10.0000,3.0000,3,341.5500
0.5000,300,2.5000,1.0000,10.0000,5.0000,1,331.3000
0.5000,300,2.5000,1.0000,10.0000,5.0000,2,359.3000
0.5000,300,2.5000,1.0000,10.0000,5.0000,3,355.6000
0.5000,300,2.5000,1.0000,10.0000,10.0000,1,331.3500
0.5000,300,2.5000,1.0000,10.0000,10.0000,2,393.4500
0.5000,300,2.5000,1.0000,10.0000,10.0000,3,350.7500
0.5000,300,2.5000,1.0000,100.0000,3.0000,1,345.0000
0.5000,300,2.5000,1.0000,100.0000,3.0000,2,386.6500
0.5000,300,2.5000,1.0000,100.0000,3.0000,3,396.9500
0.5000,300,2.5000,1.0000,100.0000,5.0000,1,346.2500
0.5000,300,2.5000,1.0000,100.0000,5.0000,2,389.1000
0.5000,300,2.5000,1.0000,100.0000,5.0000,3,419.2000
0.5000,300,2.5000,1.0000,100.0000,10.0000,1,349.5500
0.5000,300,2.5000,1.0000,100.0000,10.0000,2,409.3500
0.5000,300,2.5000,1.0000,100.0000,10.0000,3,420.7500
0.5000,300,2.5000,2.0000,10.0000,3.0000,1,299.1000
0.5000,300,2.5000,2.0000,10.0000,3.0000,2,305.5500
0.5000,300,2.5000,2.0000,10.0000,3.0000,3,314.0000
0.5000,300,2.5000,2.0000,10.0000,5.0000,1,299.3500
0.5000,300,2.5000,2.0000,10.0000,5.0000,2,306.9000
0.5000,300,2.5000,2.0000,10.0000,5.0000,3,308.5000
0.5000,300,2.5000,2.0000,10.0000,10.0000,1,299.1500
0.5000,300,2.5000,2.0000,10.0000,10.0000,2,337.9000
0.5000,300,2.5000,2.0000,10.0000,10.0000,3,308.3500
0.5000,300,2.5000,2.0000,100.0000,3.0000,1,299.7500
0.5000,300,2.5000,2.0000,100.0000,3.0000,2,307.3000
0.5000,300,2.5000,2.0000,100.0000,3.0000,3,346.5500
0.5000,300,2.5000,2.0000,100.0000,5.0000,1,304.0000
0.5000,300,2.5000,2.0000,100.0000,5.0000,2,325.4000
0.5000,300,2.5000,2.0000,100.0000,5.0000,3,361.3000
0.5000,300,2.5000,2.0000,100.0000,10.0000,1,304.6500
0.5000,300,2.5000,2.0000,100.0000,10.0000,2,354.7500
0.5000,300,2.5000,2.0000,100.0000,10.0000,3,365.5500
0.5000,300,2.5000,5.0000,10.0000,3.0000,1,291.2000
0.5000,300,2.5000,5.0000,10.0000,3.0000,2,292.2000
0.5000,300,2.5000,5.0000,10.0000,3.0000,3,292.0000
0.5000,300,2.5000,5.0000,10.0000,5.0000,1,291.2000
0.5000,300,2.5000,5.0000,10.0000,5.0000,2,291.8000
0.5000,300,2.5000,5.0000,10.0000,5.0000,3,292.0000
0.5000,300,2.5000,5.0000,10.0000,10.0000,1,291.2000
0.5000,300,2.5000,5.0000,10.0000,10.0000,2,293.2000
0.5000,300,2.5000,5.0000,10.0000,10.0000,3,291.2000
0.5000,300,2.5000,5.0000,100.0000,3.0000,1,292.2000
0.5000,300,2.5000,5.0000,100.0000,3.0000,2,291.6000
0.5000,300,2.5000,5.0000,100.0000,3.0000,3,295.5000
0.5000,300,2.5000,5.0000,100.0000,5.0000,1,291.0000
0.5000,300,2.5000,5.0000,100.0000,5.0000,2,292.0000
0.5000,300,2.5000,5.0000,100.0000,5.0000,3,299.8500
0.5000,300,2.5000,5.0000,100.0000,10.0000,1,292.0000
0.5000,300,2.5000,5.0000,100.0000,10.0000,2,293.2500
0.5000,300,2.5000,5.0000,100.0000,10.0000,3,293.8000
